Id,time
0,1.7392668724060059
1,9.364150047302246
2,0.31435340642929077
3,1.399703025817871
4,2.4364497661590576
5,8.365285873413086
6,2.6867330074310303
7,0.42521247267723083
8,15.28380298614502
9,0.2269345074892044
10,7.428982257843018
11,10.219158172607422
12,1.3503057956695557
13,31.031648635864258
14,0.7704305648803711
15,0.7989033460617065
16,0.707343578338623
17,5.321425437927246
18,3.9261460304260254
19,1.7727665901184082
20,0.3441269099712372
21,0.6693893671035767
22,0.24984118342399597
23,0.6721200942993164
24,1.0316119194030762
25,3.4369521141052246
26,1.88125741481781
27,3.580700159072876
28,2.5288498401641846
29,3.0053813457489014
30,17.684389114379883
31,3.2788679599761963
32,0.5957561731338501
33,5.15312385559082
34,6.806368827819824
35,0.9454473257064819
36,3.4842145442962646
37,2.4286134243011475
38,0.9493497610092163
39,2.4663379192352295
40,3.7745351791381836
41,11.930861473083496
42,1.6011643409729004
43,6.02091121673584
44,0.940160870552063
45,2.0762717723846436
46,3.6098835468292236
47,0.5509032011032104
48,15.208203315734863
49,1.103585958480835
50,0.21318557858467102
51,18.799772262573242
52,0.31445303559303284
53,7.839687347412109
54,17.08686637878418
55,0.3485969603061676
56,1.5756696462631226
57,1.139802098274231
58,0.9804520606994629
59,1.2200675010681152
60,2.37471604347229
61,8.58669376373291
62,1.2133228778839111
63,6.548025131225586
64,2.988525152206421
65,7.054439544677734
66,2.6369800567626953
67,0.4460658133029938
68,10.815567970275879
69,2.95426082611084
70,0.6908355951309204
71,0.9265305995941162
72,7.851391315460205
73,0.3490404486656189
74,6.5358076095581055
75,8.427538871765137
76,1.0597054958343506
77,4.8433518409729
78,3.9846041202545166
79,1.9746296405792236
80,6.853677749633789
81,4.348923683166504
82,14.619608879089355
83,0.770219087600708
84,1.2286872863769531
85,2.3432233333587646
86,4.7408366203308105
87,0.49961474537849426
88,10.072537422180176
89,1.262197732925415
90,3.3608696460723877
91,1.5724620819091797
92,1.566262125968933
93,13.293253898620605
94,12.307415008544922
95,3.580618381500244
96,34.439598083496094
97,0.14013132452964783
98,0.9201691150665283
99,0.21158036589622498
